STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA,Start of Week 1 Stock,Week 1 Sales,End of Week 1 Stock,Start of Week 2 Stock,Week 2 Sales,End of Week 2 Stock,Start of Week 3 Stock,Week 3 Sales,End of Week 3 Stock,Start of Week 4 Stock,Week 4 Sales,End of Week 4 Stock,Selling Speed,Reorder Point,Shortage
AMM ENREGISTREE,Commercialisé,TAMOXIFENE GT,20 MG,COMPRIME,BOITE DE 30,GN,TAMOXIFENE,CANCEROLOGIE-HEMATOLOGIE,ATLAS PHARM,"124,30","77,70","73,99",339,,105,45,60,60,43,17,17,10,7,7,7,0,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,ONYCAL,250 MG,COMPRIME SECABLE,BOITE DE 14,GN,TERBINAFINE,DERMATOLOGIE,ATLAS PHARM,"132,70","82,90","78,99",340,,194,14,180,180,39,141,141,29,112,112,10,102,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ONYCAL,250 MG,COMPRIME SECABLE,BOITE DE 28,GN,TERBINAFINE,DERMATOLOGIE,ATLAS PHARM,"251,00","157,10","149,64",341,,117,19,98,145,9,136,136,45,91,91,18,73,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ONYCAL,250 MG,COMPRIME SECABLE,BOITE DE 7,GN,TERBINAFINE,DERMATOLOGIE,ATLAS PHARM,"70,10","43,80","41,72",342,,162,31,131,177,40,137,137,11,126,126,13,113,Medium,30,False
AMM ENREGISTREE,Commercialisé,TOPIRAMATE GT,100 MG,COMPRIME PELLICULE,BOITE DE 30,GN,TOPIRAMATE,NEUROLOGIE-PSYCHIATRIE,ATLAS PHARM,"187,10","116,90","111,37",343,,100,42,58,58,13,45,45,0,45,45,18,27,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,TOPIRAMATE GT,200 MG,COMPRIME PELLICULE,BOITE DE 30,GN,TOPIRAMATE,NEUROLOGIE-PSYCHIATRIE,ATLAS PHARM,"391,00","260,00","248,06",344,,82,27,55,55,12,43,43,23,20,51,6,45,Slow,20,False
AMM ENREGISTREE,Commercialisé,TOPIRAMATE GT,25 MG,COMPRIME PELLICULE,BOITE DE 10,GN,TOPIRAMATE,NEUROLOGIE-PSYCHIATRIE,ATLAS PHARM,"21,10","13,20","12,57",345,,95,30,65,65,13,52,52,24,28,28,19,9,Medium,30,True
AMM ENREGISTREE,Commercialisé,TOPIRAMATE GT,50 MG,COMPRIME PELLICULE,BOITE DE 30,GN,TOPIRAMATE,NEUROLOGIE-PSYCHIATRIE,ATLAS PHARM,"100,90","63,10","60,08",346,,194,17,177,177,50,127,148,5,143,143,40,103,Medium,30,False
AMM RETIREE,Rertiré du Marché,ADALATE,10 MG,CAPSULE MOLLE,BOITE DE 100,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"103,90","64,90","61,85",347,,66,20,46,66,35,31,31,1,30,30,8,22,Slow,20,False
AMM RETIREE,Rertiré du Marché,ADALATE,10 MG,CAPSULE MOLLE,BOITE DE 30,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"36,00","22,50","21,40",348,,62,34,28,28,23,5,26,5,21,21,0,21,Slow,20,False
AMM RETIREE,Rertiré du Marché,ADALATE RETARD,20 MG,COMPRIME PELLICULE,BOITE DE 20,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"50,80","31,70","30,24",349,,71,17,54,54,28,26,26,16,10,39,1,38,Slow,20,False
AMM RETIREE,Rertiré du Marché,ADALATE RETARD,20 MG,COMPRIME PELLICULE,BOITE DE 50,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"114,00","71,20","67,85",350,,177,48,129,129,40,89,89,20,69,69,16,53,Fast,40,False
AMM ENREGISTREE,Commercialisé,ANDROCUR,50 MG,COMPRIME,BOITE DE 20,PP,CYPROTERONE (ACETATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"194,30","121,40","115,66",351,,174,31,143,143,43,100,100,27,73,73,0,73,Medium,30,False
AMM ENREGISTREE,Commercialisé,ANDROTARDYL,250 MG / ML,SOLUTE INJECTABLE,BOITE DE 1 AMPOULE DE 1 ML,PP,TESTOSTERONE (ENANTHATE),ENDOCRINOLOGIE ET HORMONES,BAYER S.A,"37,40","23,40","22,25",352,,99,29,70,92,22,70,70,24,46,46,6,40,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ASPIRINE BAYER,500 MG,COMPRIME A CROQUER,BOITE DE 10,PP,ACIDE ACETYLSALICYLIQUE,ANTI-INFLAMMATOIRES,BAYER S.A,"10,10","6,30","6,04",353,,57,12,45,45,3,42,42,19,23,23,21,2,Slow,20,True
AMM ENREGISTREE,Commercialisé,ASPRO,500 MG,COMPRIME EFFERVESCENT,BOITE DE 20,PP,ACIDE ACETYLSALICYLIQUE,ANTI-INFLAMMATOIRES,BAYER S.A,"15,90","9,90","9,46",354,,179,29,150,150,34,116,138,45,93,93,15,78,Fast,40,False
AMM ENREGISTREE,Commercialisé,AVELOX,400 MG,COMPRIME PELLICULE,BOITE DE 5,PP,MOXIFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"130,30","81,50","77,59",355,,113,30,83,83,41,42,42,12,30,30,16,14,Medium,30,True
AMM ENREGISTREE,Commercialisé,AVELOX,400 MG,COMPRIME PELLICULE,BOITE DE 7,PP,MOXIFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"182,70","114,20","108,78",356,,82,27,55,103,6,97,97,40,57,57,0,57,Slow,20,False
AMM ENREGISTREE,Commercialisé,AVELOX,400 MG,SOLUTION INJECTABLE (IV),POCHE DE 250 ML,PP,MOXIFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"435,00","289,00","275,37",357,,102,19,83,83,45,38,38,27,11,48,10,38,Medium,30,False
AMM ENREGISTREE,Commercialisé,BAYCUTENE N,"1% / 0,0443%",CREME,TUBE 15 G,PP,CLOTRIMAZOLE // DEXAMETHASONE,DERMATOLOGIE,BAYER S.A,"21,30","13,30","12,66",358,,106,47,59,59,44,15,15,8,7,7,7,0,Medium,30,True
AMM RETIREE,Rertiré du Marché,BEROCCA,0,COMPRIME EFFERVESCENT,BOITE DE 20,,ASSOCIATION VITAMINIQUE // SELS MINERAUX,VITAMINES,BAYER S.A,"70,00","43,60","38,94",359,,94,45,49,49,6,43,43,17,26,26,15,11,Medium,30,True
AMM RETIREE,Rertiré du Marché,BEROCCA ZINC,"15 MG / 15 MG / 10 MG / 0,01 MG / 50 MG / 23 MG / 0,15 MG / 500 MG / 0,4 MG / 100 MG 2 / 100 MG 3 / 10 MG",COMPRIME EFFERVESCENT,BOITE DE 10,,THIAMINE // RIBOFLAVINE // CHLORHYDRATE DE PYRIDOXINE // CYANOCOBALAMINE // NICOTINAMIDE // ACIDE PANTOTHENIQUE // BIOTINE // ACIDE ASCORBIQUE // CALCIUM // ACIDE FOLIQUE // MAGNESUIM // ZINC,VITAMINES,BAYER S.A,"42,10","26,20","23,42",360,,144,8,136,180,40,140,140,38,102,102,28,74,Medium,30,False
AMM RETIREE,Rertiré du Marché,BEROCCA ZINC,"15 MG / 15 MG / 10 MG / 0,01 MG / 50 MG / 23 MG / 0,15 MG / 500 MG / 0,4 MG / 100 MG 2 / 100 MG 3 / 10 MG",COMPRIME EFFERVESCENT,BOITE DE 20,,THIAMINE // RIBOFLAVINE // CHLORHYDRATE DE PYRIDOXINE // CYANOCOBALAMINE // NICOTINAMIDE // ACIDE PANTOTHENIQUE // BIOTINE // ACIDE ASCORBIQUE // CALCIUM // ACIDE FOLIQUE // MAGNESUIM // ZINC,VITAMINES,BAYER S.A,"84,20","52,50","46,84",361,,115,28,87,87,13,74,74,48,26,65,14,51,Medium,30,False
AMM ENREGISTREE,Commercialisé,BETAFERON,250 µG / ML,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,BOITE DE 15 FLACONS ET 15 SERINGUES,PP,INTERFERON BETA-1B,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"8480,00","8318,00","7922,39",362,,53,30,23,23,18,5,5,4,1,31,1,30,Slow,20,False
AMM RETIREE,Rertiré du Marché,BONEFOS,800 MG,COMPRIME PELLICULE,BOITE DE 100,PP,CLODRONATE (DISODIQUE),CANCEROLOGIE-HEMATOLOGIE,BAYER S.A,"2872,00","2545,00","2424,24",363,,164,37,127,127,12,115,115,44,71,71,15,56,Medium,30,False
AMM ENREGISTREE,Commercialisé,MYCOHYDRALIN,"0,01",CREME,TUBE DE 30 G,PP,CLOTRIMAZOLE,DERMATOLOGIE,BAYER S.A,"33,60","21,00","20,03",364,,108,6,102,102,37,65,65,40,25,25,8,17,Medium,30,True
AMM ENREGISTREE,Commercialisé,CANESTENE,"0,01",SOLUTION POUR USAGE EXTERNE,FLACON DE 20 ML,PP,CLOTRIMAZOLE,DERMATOLOGIE,BAYER S.A,"23,80","14,90","14,19",365,,75,2,73,73,41,32,32,11,21,53,8,45,Slow,20,False
AMM ENREGISTREE,Commercialisé,CARDIOASPIRINE,100 MG,COMPRIME,BOITE DE 30,PP,ACIDE ACETYLSALICYLIQUE,HEMATOLOGIE ET HEMOSTASE,BAYER S.A,"27,70","17,30","16,52",366,,163,43,120,144,24,120,120,13,107,107,48,59,Fast,40,False
AMM RETIREE,Rertiré du Marché,CHRONOADALATE LP,20 MG,COMPRIME PELLICULE,BOITE DE 30,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"112,00","70,00","66,67",367,,58,4,54,54,47,7,7,6,1,1,0,1,Slow,20,True
AMM RETIREE,Rertiré du Marché,CHRONOADALATE LP,20 MG,COMPRIME PELLICULE,BOITE DE 10,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"43,90","27,40","26,12",368,,96,39,57,57,24,33,33,28,5,5,3,2,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,CHRONOADALATE LP,30 MG,COMPRIME PELLICULE,BOITE DE 30,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"126,80","79,20","75,47",369,,61,49,12,12,10,2,2,1,1,1,0,1,Slow,20,True
AMM RETIREE,Rertiré du Marché,CHRONOADALATE LP,30 MG,COMPRIME PELLICULE,BOITE DE 10,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"68,60","42,90","40,83",370,,159,20,139,139,8,131,131,38,93,93,34,59,Medium,30,False
AMM RETIREE,Rertiré du Marché,CHRONOADALATE LP,60 MG,COMPRIME PELLICULE,BOITE DE 30,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"180,50","112,80","107,45",371,,103,29,74,74,28,46,46,32,14,46,5,41,Medium,30,False
AMM RETIREE,Rertiré du Marché,CHRONOADALATE LP,60 MG,COMPRIME PELLICULE,BOITE DE 10,PP,NIFEDIPINE,CARDIOLOGIE ET ANGEIOLOGIE,BAYER S.A,"48,20","30,10","28,67",372,,184,44,140,140,25,115,115,48,67,67,9,58,Fast,40,False
AMM RETIREE,Rertiré du Marché,CIPRO LP,1 G,COMPRIME PELLICULE,BOITE DE 7,PP,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"217,00","136,00","129,51",373,,180,20,160,160,29,131,131,19,112,112,9,103,Slow,20,False
AMM RETIREE,Rertiré du Marché,CIPRO LP,500 MG,COMPRIME PELLICULE,BOITE DE 3,PP,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"56,10","35,00","33,38",374,,95,26,69,69,40,29,29,21,8,8,0,8,Medium,30,True
AMM ENREGISTREE,Commercialisé,CIPROXINE,200 MG / 100 ML,SOLUTION INJECTABLE (IV),FLACON DE 100 ML,PP,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"247,00","154,70","147,38",375,,128,43,85,85,42,43,43,28,15,15,3,12,Medium,30,True
AMM RETIREE,Rertiré du Marché,CIPROXINE,250 MG,COMPRIME PELLICULE,BOITE DE 10,PP,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"110,50","69,00","65,77",376,,84,41,43,77,29,48,48,5,43,43,6,37,Medium,30,False
AMM RETIREE,Rertiré du Marché,CIPROXINE,400 MG / 200 ML,SOLUTION INJECTABLE (IV),FLACON DE 200 ML,PP,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"415,00","275,00","245,54",377,,140,47,93,93,46,47,47,37,10,10,7,3,Fast,40,True
AMM RETIREE,Rertiré du Marché,CIPROXINE,500 MG,COMPRIME PELLICULE,BOITE DE 10,PP,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"171,80","107,40","102,27",378,,114,46,68,68,8,60,60,6,54,81,27,54,Medium,30,False
AMM RETIREE,Rertiré du Marché,CIPROXINE,750 MG,COMPRIME PELLICULE,BOITE DE 6,PP,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BAYER S.A,"222,00","138,90","123,99",379,,171,31,140,140,21,119,119,46,73,73,39,34,Fast,40,True
AMM ENREGISTREE,Commercialisé,CLARADOL,500 MG,COMPRIME EFFERVESCENT,BOITE DE 16,PP,PARACETAMOL,ANTALGIQUES,BOTTU,"16,00","10,00","9,54",380,,108,47,61,61,11,50,50,41,9,9,3,6,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,CLARADOL PLUS,(250 MG / 50 MG / 150 MG),COMPRIME,BOITE DE 10,PP,PARACETAMOL // CAFEINE // PROPYPHENAZONE,ANTALGIQUES,BOTTU,"16,10","10,10","9,60",381,,181,21,160,160,33,127,127,6,121,121,38,83,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,CLARADOL PLUS,(250 MG / 50 MG / 150 MG),COMPRIME,BOITE DE 20,PP,PARACETAMOL // CAFEINE // PROPYPHENAZONE,ANTALGIQUES,BOTTU,"28,60","17,90","17,02",382,,77,36,41,41,26,15,15,5,10,10,5,5,Slow,20,True
AMM RETIREE,Rertiré du Marché,CLIMENE,2 MG / 1 MG,COMPRIME,BOITE DE 21,PP,ESTRADIOL // CYPROTERONE (ACETATE),GYNECOLOGIE,BAYER S.A,"101,30","63,10","56,35",383,,65,1,64,64,22,42,42,33,9,9,0,9,Slow,20,True
AMM ENREGISTREE,Commercialisé,DIANE 35,"2 MG / 0,035 MG",COMPRIME ENROBE,BOITE DE 21,PP,CYPROTERONE (ACETATE) // ETHINYLESTRADIOL,GYNECOLOGIE,POLYMEDIC,"48,70","30,40","28,98",384,,154,3,151,151,20,131,131,19,112,112,0,112,Slow,20,False
AMM RETIREE,Rertiré du Marché,EUPHYTOSE,1,COMPRIME ENROBE,BOITE DE 40,PP,EXTRAITS D'AUBEPINE PASSIFLORE VALERIANE BALLOTE,NEUROLOGIE-PSYCHIATRIE,BAYER S.A,"25,80","16,10","14,35",385,,137,41,96,96,13,83,83,47,36,36,32,4,Fast,40,True
AMM ENREGISTREE,Commercialisé,GADOVIST,1 MMOL / ML,SOLUTION INJECTABLE,FLACON DE 15 ML,PP,GADOBUTROL,DIAGNOSTIC,BAYER S.A,"999,00","720,00","686,01",386,,172,14,158,158,41,117,117,4,113,113,32,81,Medium,30,False
AMM ENREGISTREE,Commercialisé,GADOVIST,1 MMOL / ML,SOLUTION INJECTABLE,"FLACON DE 7,5 ML",PP,GADOBUTROL,DIAGNOSTIC,BAYER S.A,"553,00","367,00","350,13",387,,78,43,35,35,13,22,52,3,49,49,2,47,Slow,20,False
AMM ENREGISTREE,Commercialisé,GASTROGRAFINE,370 MG / ML,SOLUTION BUVABLE OU RECTALE,FLACON DE 100 ML,PP,AMIDOTRIZOATE DE MEGLUMINE // AMIDOTRIZOATE DE SODIUM,DIAGNOSTIC,BAYER S.A,"140,80","88,00","83,83",388,,89,34,55,55,31,24,24,11,13,13,1,12,Slow,20,True
AMM ENREGISTREE,Commercialisé,GLUCOR,100 MG,COMPRIME,BOITE DE 30,PP,ACARBOSE,METABOLISME NUTRITION DIABETE,BAYER S.A,"85,30","53,30","50,80",389,,68,6,62,62,4,58,58,43,15,15,12,3,Slow,20,True
AMM ENREGISTREE,Commercialisé,GLUCOR,50 MG,COMPRIME,BOITE DE 30,PP,ACARBOSE,METABOLISME NUTRITION DIABETE,BAYER S.A,"49,70","31,10","29,61",390,,113,48,65,65,24,41,41,2,39,39,15,24,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,GYNO CANESTEN,"0,01",CREME VAGINALE,TUBE 35G + 6 APPLICATEURS,PP,CLOTRIMAZOLE,GYNECOLOGIE,BAYER S.A,"52,60","32,80","31,29",391,,83,27,56,56,36,20,52,17,35,35,0,35,Slow,20,False
AMM ENREGISTREE,Commercialisé,GYNO CANESTEN,500 MG,COMPRIME VAGINAL,BOITE DE 1,PP,CLOTRIMAZOLE,GYNECOLOGIE,BAYER S.A,"42,00","26,30","25,01",392,,94,3,91,91,17,74,74,6,68,68,49,19,Slow,20,True
AMM ENREGISTREE,Commercialisé,JASMINE,3 MG / 30 µG,COMPRIME,BOITE DE 21,PP,DROSPIRENONE // ETHINYLESTRADIOL,GYNECOLOGIE,BAYER S.A,"93,40","58,40","55,63",393,,94,38,56,56,5,51,51,24,27,27,22,5,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,JOSACINE,1 G,COMPRIME DISPERSIBLE,BOITE DE 10,PP,JOSAMYCINE (PROPIONATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,SOTHEMA,"172,90","108,10","102,92",394,,193,47,146,146,47,99,99,49,50,50,11,39,Fast,40,True
AMM ENREGISTREE,Non Commercialisé,KOGENATE FS BAYER,1000 UI,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1 FLACON +1 SERINGUE,PP,OCTOCOG ALFA,HEMATOLOGIE ET HEMOSTASE,BAYER S.A,"6936,00","6728,00","6408,54",395,,149,15,134,134,0,134,134,41,93,131,3,128,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,KOGENATE FS BAYER,250 UI,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1FLACON DE +1SERINGUE,PP,OCTOCOG ALFA,HEMATOLOGIE ET HEMOSTASE,BAYER S.A,"1952,00","1700,00","1619,94",396,,148,35,113,113,50,63,63,47,16,16,9,7,Fast,40,True
AMM ENREGISTREE,Commercialisé,KOGENATE FS BAYER,500 UI,POUDRE POUR PREPARATION INJECTABLE,BOITE DE 1FLACON DE + 1SERINGUE,PP,OCTOCOG ALFA,HEMATOLOGIE ET HEMOSTASE,BAYER S.A,"3704,00","3401,00","3239,88",397,,112,24,88,88,36,52,52,40,12,54,4,50,Medium,30,False
AMM RETIREE,Rertiré du Marché,LAROSCORBINE ZINC,1000 MG / 10 MG,COMPRIME EFFERVESCENT,BOITE DE 10,PP,ACIDE ASCORBIQUE // ZINC,VITAMINES,BAYER S.A,"25,00","15,60","13,91",398,,165,46,119,119,42,77,77,22,55,55,25,30,Fast,40,True
AMM RETIREE,Rertiré du Marché,LEVITRA,10 MG,COMPRIME PELLICULE,BOITE DE 1,PP,VARDENAFIL (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"64,00","39,90","35,60",399,,200,43,157,157,38,119,149,5,144,144,24,120,Medium,30,False
AMM RETIREE,Rertiré du Marché,LEVITRA,10 MG,COMPRIME PELLICULE,BOITE DE 2,PP,VARDENAFIL (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"128,00","79,70","71,21",400,,57,34,23,23,10,13,13,5,8,58,5,53,Slow,20,False
AMM RETIREE,Rertiré du Marché,LEVITRA,10 MG,COMPRIME PELLICULE,BOITE DE 4,PP,VARDENAFIL (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"255,00","159,40","142,36",401,,146,50,96,96,36,60,60,25,35,75,29,46,Fast,40,False
AMM RETIREE,Rertiré du Marché,LEVITRA,20 MG,COMPRIME PELLICULE,BOITE DE 1,PP,VARDENAFIL (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"165,00","102,80","91,79",402,,107,41,66,66,26,40,40,36,4,4,4,0,Medium,30,True
AMM RETIREE,Rertiré du Marché,LEVITRA,20 MG,COMPRIME PELLICULE,BOITE DE 4,PP,VARDENAFIL (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"572,00","379,00","338,55",403,,115,21,94,94,37,57,57,10,47,47,19,28,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,LEVITRA,5 MG,COMPRIME PELLICULE,BOITE DE 1,PP,VARDENAFIL (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"62,10","38,80","36,96",404,,89,25,64,64,44,20,20,16,4,34,4,30,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,LEVITRA,5 MG,COMPRIME PELLICULE,BOITE DE 4,PP,VARDENAFIL (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BAYER S.A,"216,00","135,10","128,69",405,,199,44,155,155,42,113,113,32,81,81,3,78,Fast,40,False
AMM ENREGISTREE,Commercialisé,MADECASSOL,"0,01",ONGUENT,TUBE DE 10 G,PP,EXTRAIT TITRE DE CENTELLA ASIATICA,DERMATOLOGIE,BAYER S.A,"22,40","14,00","13,35",406,,132,34,98,98,10,88,88,2,86,86,36,50,Medium,30,False
AMM ENREGISTREE,Commercialisé,MADECASSOL,"0,01",ONGUENT,TUBE DE 30 G,PP,EXTRAIT TITRE DE CENTELLA ASIATICA,DERMATOLOGIE,BAYER S.A,"48,30","30,20","28,76",407,,129,3,126,126,31,95,95,12,83,83,7,76,Slow,20,False
AMM ENREGISTREE,Commercialisé,MADECASSOL,"0,02",POUDRE,FLACON DE 10 G,PP,EXTRAIT TITRE DE CENTELLA ASIATICA,DERMATOLOGIE,BAYER S.A,"38,40","24,00","22,89",408,,188,50,138,138,41,97,97,6,91,91,17,74,Medium,30,False
AMM SUSPENDUE,Suspendu du Marché,MAGNEVIST,"0,469",SOLUTE INJECTABLE,FLACON DE 10 ML,PP,GADOPENTETATE DE DIMEGLUMINE,DIAGNOSTIC,BAYER S.A,"603,00","399,00","356,74",409,,168,4,164,164,12,152,152,41,111,111,0,111,Slow,20,False
AMM SUSPENDUE,Suspendu du Marché,MAGNEVIST,"0,469",SOLUTE INJECTABLE,FLACON DE 15 ML,PP,GADOPENTETATE DE DIMEGLUMINE,DIAGNOSTIC,BAYER S.A,"893,00","591,00","528,26",410,,77,16,61,110,41,69,69,6,63,63,3,60,Slow,20,False
AMM SUSPENDUE,Suspendu du Marché,MAGNEVIST,"0,469",SOLUTE INJECTABLE,FLACON DE 20 ML,PP,GADOPENTETATE DE DIMEGLUMINE,DIAGNOSTIC,BAYER S.A,"992,00","713,00","679,10",411,,74,27,47,47,20,27,67,1,66,66,26,40,Slow,20,False
AMM SUSPENDUE,Suspendu du Marché,MAGNEVIST,"0,469",SOLUTE INJECTABLE,FLACON DE 5 ML,PP,GADOPENTETATE DE DIMEGLUMINE,DIAGNOSTIC,BAYER S.A,"347,00","230,00","205,78",412,,122,50,72,72,0,72,72,23,49,75,22,53,Medium,30,False
AMM ENREGISTREE,Commercialisé,MICROGYNON 30,"0,15 MG / 0,03 MG",DRAGEE,BOITE DE 21,PP,LEVONORGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE,BAYER S.A,"8,20","5,10","4,90",413,,163,32,131,131,18,113,148,17,131,131,13,118,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,MILLYGYNON,"0,6 MG",COMPRIME,BOITE DE 3 X 28,PP,NORETHISTERONE,GYNECOLOGIE,BAYER S.A,"59,70","37,30","35,55",414,,162,48,114,114,20,94,94,50,44,64,7,57,Fast,40,False
AMM ENREGISTREE,Commercialisé,MIRENA,20 µG / 24 HEURES,DISPOSITIF INTRA UTERIN HORMONAL,1 DISPOSITIF,PP,LEVONORGESTREL,GYNECOLOGIE,BAYER S.A,"1163,00","889,00","846,91",415,,163,14,149,172,13,159,159,8,151,151,18,133,Slow,20,False
AMM RETIREE,Rertiré du Marché,MONEVA,"0,75 MG / 0,03 MG",COMPRIME ENROBE,BOITE DE 21,PP,GESTODENE // ETHINYLESTRADIOL,GYNECOLOGIE,BAYER S.A,"58,80","36,70","34,99",416,,62,39,23,23,13,10,10,7,3,3,0,3,Slow,20,True
AMM ENREGISTREE,Commercialisé,MYCOSPOR,"0,01",CREME,TUBE DE 15 G,PP,BIFONAZOLE,DERMATOLOGIE,BAYER S.A,"59,80","37,40","35,63",417,,101,24,77,77,2,75,75,9,66,109,11,98,Slow,20,False
AMM RETIREE,Rertiré du Marché,MYCOSPOR ONYCHOSET,1% / 40%,POMMADE,TUBE DE 10 G,PP,BIFONAZOLE // UREE,DERMATOLOGIE,BAYER S.A,"167,60","104,40","93,24",418,,191,5,186,207,20,187,187,45,142,142,36,106,Medium,30,False
AMM ENREGISTREE,Commercialisé,NEXAVAR,200 MG,COMPRIME PELLICULE,BOITE DE 60,PP,SORAFENIB (TOSYLATE),CANCEROLOGIE-HEMATOLOGIE,BAYER S.A,"18759,00","18399,00","17999,08",419,,78,50,28,28,27,1,1,0,1,1,1,0,Slow,20,True
AMM ENREGISTREE,Commercialisé / AO,NIMOTOP,10 MG / 50 ML,SOLUTION INJECTABLE POUR PERFUSION,FLACON DE 50 ML,PP,NIMODIPINE,NEUROLOGIE-PSYCHIATRIE,BAYER S.A,"181,10","113,20","107,80",420,,170,46,124,124,33,91,91,16,75,75,28,47,Fast,40,False
AMM RETIREE,Rertiré du Marché,PHAEVA,1,COMPRIME ENROBE,BOITE DE 21,PP,GESTODENE // ETHINYLESTRADIOL,GYNECOLOGIE,BAYER S.A,"75,40","47,00","41,94",421,,102,10,92,92,18,74,74,37,37,37,32,5,Medium,30,True
AMM ENREGISTREE,Commercialisé,PROGESTERONE RETARD PHARLON,500 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 3 AMPOULE DE 2 ML,PP,HYDROXYPROGESTERONE CAPROATE,ENDOCRINOLOGIE ET HORMONES,BAYER S.A,"95,80","59,90","57,02",422,,60,34,26,26,16,10,10,8,2,52,0,52,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,QLAIRA,3 MG - 2 MG ; 2 MG - 2 MG ; 3 MG - 1 MG,COMPRIME PELLICULE,BOITE DE 28 CONTIENT 2 JAUNES FONCES-5 ROUGES-17 JAUNES CLAIRES-2 ROUGE FONCES- 2 BLANCS,PP,DIENOGEST // ESTRADIOL,ENDOCRINOLOGIE ET HORMONES,BAYER S.A,"143,30","89,50","85,28",423,,198,3,195,195,30,165,165,44,121,121,11,110,Medium,30,False
